 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
80,75985629,8,6,56,11607,20,0,7,5.656854249,5840,0,1934.5,2538.919278,153.48955,0.184245366,5845048.385,19900000,72000000,3,75700000,10800000,27000000,72000000,3,263364,52672.8,117218.4608,262359,47,0,0,0,0,172,132,0.105283066,0.0789623,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,3742067,0,3742067,3742067,72000000,0,72000000,72000000,DDoS
80,1317545,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,8829.299948,6.830886232,164693.125,465551.0055,1316873,2,541,270.5,376.8879144,537,4,1317528,263505.6,588850.3216,1316873,2,0,0,0,0,72,132,2.276962077,4.553924154,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,75981576,8,5,56,11607,20,0,7,5.656854249,10135,0,2321.4,4413.201989,153.4977374,0.171094108,6331798,20700000,72000000,3,75700000,10800000,27000000,72000000,3,262185,65546.25,130470.2015,261251,5,0,0,0,0,172,112,0.105288682,0.065805426,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,3737023,0,3737023,3737023,72000000,0,72000000,72000000,DDoS
80,1342666,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,8664.105593,6.703081779,167833.25,474273.8206,1341601,3,730,365,448.3056993,682,48,1342491,268498.2,599882.7561,1341601,3,0,0,0,0,72,132,2.234360593,4.468721186,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,75313410,8,6,56,11607,20,0,7,5.656854249,5840,0,1934.5,2538.919278,154.8595396,0.18588987,5793339.231,19900000,72000000,3,75100000,10700000,27000000,72000000,48,261376,52275.2,116470.827,260624,3,0,0,0,0,172,132,0.106222783,0.079667087,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,3069795,0,3069795,3069795,72000000,0,72000000,72000000,DDoS
80,992017,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,11726.61356,8.064377929,141716.7143,374591.3651,991210,3,611,305.5,364.1599923,563,48,991940,247985,495483.3912,991210,3,0,0,0,0,72,112,3.024141723,5.040236206,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,75308339,8,5,56,11607,20,0,7,5.656854249,10135,0,2321.4,4413.201989,154.8699673,0.172623645,6275694.917,20700000,72000000,4,75000000,10700000,27000000,72000000,84,263618,65904.5,131140.11,262614,4,0,0,0,0,172,112,0.106229936,0.06639371,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,3061290,0,3061290,3061290,72000000,0,72000000,72000000,DDoS
80,1966457,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2188.714486,5915.715421,4.576759116,245807.125,694972.3959,1965776,3,539,269.5,376.8879144,536,3,1966440,393288,879047.5442,1965776,3,0,0,0,0,72,132,1.525586372,3.051172744,0,4380,1163.3,1911.191138,3652651.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,74316498,8,5,56,11607,20,0,7,5.656854249,10135,0,2321.4,4413.201989,156.936889,0.174927511,6193041.5,20700000,72000000,3,74100000,10600000,27100000,72000000,55,261803,65450.75,130294.5157,260892,3,0,0,0,0,172,112,0.107647699,0.067279812,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,2071282,0,2071282,2071282,72000000,0,72000000,72000000,DDoS
80,1678970,3,5,26,11607,20,0,8.666666667,10.26320288,10135,0,2321.4,4413.201989,6928.652686,4.764826054,239852.8571,634199.469,1678082,7,620,310,411.5361467,601,19,1678921,419730.25,838901.2068,1678082,7,0,0,0,0,72,112,1.78680977,2.978016284,0,10135,1292.555556,3350.634907,11200000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,74355686,8,7,56,11607,20,0,7,5.656854249,5840,0,1658.142857,2137.29708,156.8541779,0.201733059,5311120.429,19200000,72000000,1,74000000,10600000,27100000,72000000,4,307863,51310.5,125174.8703,306822,1,0,0,0,0,172,152,0.107590965,0.094142094,0,5840,729.3125,1594.67032,2542973.429,0,0,0,0,1,0,0,0,0,777.9333333,7,1658.142857,172,0,0,0,0,0,0,8,56,7,11607,256,229,6,20,2060708,0,2060708,2060708,72000000,0,72000000,72000000,DDoS
80,1682123,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,6915.665501,4.755894783,240303.2857,635447.6321,1681363,4,663,331.5,399.5153314,614,49,1682050,420512.5,840567.0502,1681363,4,0,0,0,0,72,112,1.783460544,2.972434239,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,74401366,8,7,56,11601,20,0,7,5.656854249,5840,0,1657.285714,1964.895647,156.6772309,0.201609202,5314383.286,19200000,72000000,9,74100000,10600000,27100000,72000000,144,298060,49676.66667,110270.0992,273944,47,0,0,0,0,172,152,0.107524908,0.094084294,0,5840,728.9375,1503.11044,2259340.996,0,0,0,0,1,0,0,0,0,777.5333333,7,1657.285714,172,0,0,0,0,0,0,8,56,7,11601,256,229,6,20,2057377,0,2057377,2057377,72000000,0,72000000,72000000,DDoS
80,1948529,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,5970.144658,4.618868901,243566.125,688542.5819,1947622,3,698,349,487.903679,694,4,1948462,389692.4,870909.1705,1947622,3,0,0,0,0,72,132,1.539622967,3.079245934,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,74120420,8,6,56,11601,20,0,7,5.656854249,5840,0,1933.5,2189.772933,157.2711002,0.188881822,5701570.769,19900000,72000000,6,73800000,10500000,27100000,72000000,241,298076,59615.2,120553.3745,274555,47,0,0,0,0,172,132,0.10793247,0.080949352,0,5840,777.5333333,1633.102694,2667024.41,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1774574,0,1774574,1774574,72000000,0,72000000,72000000,DDoS
80,1937302,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,6004.742678,4.645636044,242162.75,684574.0381,1936397,3,729,364.5,437.6990976,674,55,1937177,387435.4,865895.9086,1936397,3,0,0,0,0,72,132,1.548545348,3.097090696,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,74131724,8,6,56,11601,20,0,7,5.656854249,7300,0,1933.5,2720.783986,157.2471187,0.188853021,5702440.308,19900000,72000000,29,73900000,10600000,27100000,72000000,235,297160,59432,120663.4115,274623,191,0,0,0,0,172,132,0.107916012,0.080937009,0,7300,777.5333333,1896.917457,3598295.838,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1785708,0,1785708,1785708,72000000,0,72000000,72000000,DDoS
80,1660536,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,7005.569286,5.419936695,207567,586680.4571,1659527,16,660,330,441.2346315,642,18,1660401,332080.2,742065.3591,1659527,16,0,0,0,0,72,132,1.806645565,3.61329113,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,74095405,9,4,62,11601,20,0,6.888888889,5.30199124,8760,0,2900.25,4128.319301,157.4051724,0.175449476,6174617.083,20800000,72000000,43,73800000,9227493.375,25400000,72000000,219,296152,98717.33333,152563.6498,274509,890,0,0,0,0,192,92,0.121465022,0.053984454,0,8760,833.5,2402.71381,5773033.654,0,0,0,0,1,0,0,0,0,897.6153846,6.888888889,2900.25,192,0,0,0,0,0,0,9,62,4,11601,256,229,7,20,1749237,0,1749237,1749237,72000000,0,72000000,72000000,DDoS
80,1316738,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,8834.711233,6.835072733,164592.25,465251.1435,1316030,2,570,285,379.0092347,553,17,1316722,263344.4,588469.1899,1316030,2,0,0,0,0,72,132,2.278357578,4.556715155,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,74080409,8,5,56,11601,20,0,7,5.656854249,5840,0,2320.2,2436.833027,157.3560427,0.175484992,6173367.417,20800000,72100000,16,73800000,10500000,27100000,72100000,226,295049,73762.25,134321.0227,274761,191,0,0,0,0,172,112,0.107990764,0.067494228,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1734420,0,1734420,1734420,72100000,0,72100000,72100000,DDoS
80,1693842,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2558.396197,6867.81884,5.313364529,211730.25,598532.6893,1693023,2,657,328.5,458.912301,653,4,1693790,338758,757057.2005,1693023,2,0,0,0,0,72,132,1.77112151,3.542243019,0,5840,1163.3,2151.187375,4627607.122,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,73689163,8,6,56,11601,20,0,7,5.656854249,4380,0,1933.5,1757.789948,158.1915105,0.189987231,5668397.154,20000000,72100000,1,73400000,10500000,27200000,72100000,1,290186,58037.2,122169.7503,276340,18,0,0,0,0,172,132,0.108564132,0.081423099,0,4380,777.5333333,1434.571657,2057995.838,0,0,0,0,1,0,0,0,0,833.0714286,7,1933.5,172,0,0,0,0,0,0,8,56,6,11601,256,229,6,20,1341932,0,1341932,1341932,72100000,0,72100000,72100000,DDoS
80,1069147,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2375.523332,10880.63662,8.417925692,133643.375,377531.8949,1067987,2,798,399,558.6143571,794,4,1069011,213802.2,477503.9172,1067987,2,0,0,0,0,72,132,2.805975231,5.611950461,0,5840,1163.3,2031.339572,4126340.456,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,73686422,8,5,56,11601,20,0,7,5.656854249,5840,0,2320.2,2436.833027,158.1973949,0.176423276,6140535.167,20800000,72100000,32,73400000,10500000,27200000,72100000,214,289263,72315.75,136107.1958,276297,191,0,0,0,0,172,112,0.10856817,0.067855106,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1339195,0,1339195,1339195,72100000,0,72100000,72100000,DDoS
80,986128,3,6,26,11607,20,0,8.666666667,10.26320288,5755,0,1934.5,2529.124572,11796.64303,9.126604254,123266,348292.9603,985247,4,561,280.5,391.03005,557,4,986082,197216.4,440522.5545,985247,15,0,0,0,0,72,132,3.042201418,6.084402836,0,5755,1163.3,2131.87096,4544873.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,73413224,9,6,62,11601,20,0,6.888888889,5.30199124,4380,0,1933.5,1757.789948,158.8678356,0.204322862,5243801.714,19200000,72100000,15,73100000,9142009.25,25400000,72100000,171,288473,57694.6,122263.7325,276236,15,0,0,0,0,192,132,0.122593717,0.081729145,0,4380,729.3125,1399.285566,1958000.096,0,0,0,0,1,0,0,0,0,777.9333333,6.888888889,1933.5,192,0,0,0,0,0,0,9,62,6,11601,256,229,7,20,1064742,0,1064742,1064742,72100000,0,72100000,72100000,DDoS
80,985946,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,11798.82063,9.128288973,123243.25,348272.2737,985173,3,654,327,458.2051942,651,3,985911,197182.2,440500.3381,985173,3,0,0,0,0,72,132,3.042762991,6.085525982,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,73398772,8,5,56,11601,20,0,7,5.656854249,5840,0,2320.2,2436.833027,158.817371,0.17711468,6116564.333,20800000,72100000,31,73100000,10400000,27200000,72100000,204,288324,72081,136639.5057,276916,169,0,0,0,0,172,112,0.108993649,0.068121031,0,5840,833.0714286,1774.906302,3150292.379,0,0,0,0,1,0,0,0,0,897.1538462,7,2320.2,172,0,0,0,0,0,0,8,56,5,11601,256,229,6,20,1050464,0,1050464,1050464,72100000,0,72100000,72100000,DDoS
80,984578,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,11815.21423,8.125308508,140654,371747.0804,983697,3,671,335.5,461.7407281,662,9,984521,246130.25,491711.2474,983697,3,0,0,0,0,72,112,3.04699069,5.078317817,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,73400295,9,5,62,11601,20,0,6.888888889,5.30199124,7300,0,2320.2,3022.508098,158.8958192,0.190734928,5646176.538,20000000,72100000,38,73100000,9140305.125,25400000,72100000,56,287324,71831,136843.3367,276994,189,0,0,0,0,192,112,0.122615311,0.068119617,0,7300,777.9333333,1970.892563,3884417.495,0,0,0,0,1,0,0,0,0,833.5,6.888888889,2320.2,192,0,0,0,0,0,0,9,62,5,11601,256,229,7,20,1050861,0,1050861,1050861,72100000,0,72100000,72100000,DDoS
80,1703111,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,6830.441469,5.284447109,212888.875,601835.6322,1702356,2,627,313.5,437.6990976,623,4,1703055,340611,761238.6432,1702356,2,0,0,0,0,72,132,1.76148237,3.522964739,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72414922,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,160.9751095,0.165711702,6583174.727,21700000,72100000,43,72100000,10300000,27200000,72100000,218,285236,95078.66667,157241.8343,276583,188,0,0,0,0,172,92,0.110474468,0.055237234,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,67721,0,67721,67721,72100000,0,72100000,72100000,DDoS
80,1693071,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,6870.946345,4.725141474,241867.2857,639538.8508,1692205,3,639,319.5,447.5985925,636,3,1693021,423255.25,845966.5455,1692205,3,0,0,0,0,72,112,1.771928053,2.953213421,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72410532,8,4,56,11601,20,0,7,5.656854249,8760,0,2900.25,4128.319301,160.9848689,0.165721749,6582775.636,21700000,72100000,19,72100000,10300000,27200000,72100000,211,285349,95116.33333,157627.4707,277086,711,0,0,0,0,172,92,0.110481166,0.055240583,0,8760,897.1538462,2488.507044,6192667.308,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,62256,0,62256,62256,72100000,0,72100000,72100000,DDoS
80,1680598,3,5,26,11607,20,0,8.666666667,10.26320288,7215,0,2321.4,3327.769794,6921.940881,4.760210354,240085.4286,634836.849,1679760,5,629,314.5,412.2432534,606,23,1680587,420146.75,839742.2135,1679760,5,0,0,0,0,72,112,1.785078883,2.975131471,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72392435,8,6,56,11607,20,0,7,5.656854249,5840,0,1934.5,2538.919278,161.1079942,0.193390373,5568648.846,20000000,72100000,2,72100000,10300000,27200000,72100000,2,275688,55137.6,122738.3585,274698,2,0,0,0,0,172,132,0.110508785,0.082881588,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,42120,0,42120,42120,72100000,0,72100000,72100000,DDoS
80,1678677,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,6929.862028,5.361364932,209834.625,593187.204,1677898,3,682,341,354.9676042,592,90,1678589,335717.8,750301.5863,1677898,3,0,0,0,0,72,132,1.787121644,3.574243288,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72394342,8,5,56,11607,20,0,7,5.656854249,10135,0,2321.4,4413.201989,161.1037503,0.179572044,6032861.833,20800000,72100000,4,72100000,10300000,27200000,72100000,49,275096,68774,137050.8512,274350,4,0,0,0,0,172,112,0.110505874,0.069066171,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,43882,0,43882,43882,72100000,0,72100000,72100000,DDoS
80,1371488,3,6,26,11607,20,0,8.666666667,10.26320288,4380,0,1934.5,2177.344966,8482.028279,6.562215637,171436,484557.2777,1370654,3,682,341,478.0041841,679,3,1371344,274268.8,612898.0144,1370654,3,0,0,0,0,72,132,2.187405212,4.374810425,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72611926,8,6,56,11607,20,0,7,5.656854249,4380,0,1934.5,2177.344966,160.6209977,0.192805793,5585532.769,20000000,72300000,2,72300000,10300000,27300000,72300000,2,312641,62528.2,139286.1812,311690,3,0,0,0,0,172,132,0.110174739,0.082631054,0,4380,777.9333333,1627.46176,2648631.781,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,38869,0,38869,38869,72300000,0,72300000,72300000,DDoS
80,1317545,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,8829.299948,6.830886232,164693.125,465530.3946,1316822,3,557,278.5,388.2016229,553,4,1317492,263498.4,588825.8389,1316822,3,0,0,0,0,72,132,2.276962077,4.553924154,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72574192,8,6,56,11607,20,0,7,5.656854249,5840,0,1934.5,2538.919278,160.7045105,0.19290604,5582630.154,17200000,62200000,1,72300000,10300000,23200000,62200000,1,313896,62779.2,139938.3838,313108,3,0,0,0,0,172,132,0.110232023,0.082674017,0,5840,777.9333333,1804.898987,3257660.352,0,0,0,0,1,0,0,0,0,833.5,7,1934.5,172,0,0,0,0,0,0,8,56,6,11607,256,229,6,20,995,0,995,995,36100000,36900000,62200000,10000000,DDoS
80,1317876,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2558.396197,8827.082366,6.829170574,164734.5,465553.2688,1316920,46,599,299.5,355.6747109,551,48,1317800,263560,588846.1838,1316920,46,0,0,0,0,72,132,2.276390191,4.552780383,0,5840,1163.3,2151.187375,4627607.122,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72573415,9,6,62,11607,20,0,6.888888889,5.30199124,5840,0,1934.5,2538.919278,160.788906,0.206687256,5183815.357,16600000,62200000,1,72300000,9032602.75,21800000,62200000,1,313110,62622,139676.7422,312483,3,0,0,0,0,192,132,0.124012354,0.082674902,0,5840,729.6875,1754.344767,3077725.563,0,0,0,0,1,0,0,0,0,778.3333333,6.888888889,1934.5,192,0,0,0,0,0,0,9,62,6,11607,256,229,7,20,1945,0,1945,1945,36100000,36900000,62200000,10000000,DDoS
80,1052659,3,4,26,11607,20,0,8.666666667,10.26320288,11595,0,2901.75,5795.50069,11051.06212,6.649826772,175443.1667,428551.356,1050219,2,1831,915.5,1291.884089,1829,2,1052557,350852.3333,605669.7655,1050219,418,0,0,0,0,72,92,2.849925759,3.799901013,0,11595,1454.125,4097.537534,16800000,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72571686,9,5,62,11607,20,0,6.888888889,5.30199124,7300,0,2321.4,3346.363967,160.7927367,0.192912702,5582437.385,17200000,62200000,1,72300000,9032509.875,21800000,62200000,1,312305,78076.25,155580.867,311447,3,0,0,0,0,192,112,0.124015308,0.068897393,0,7300,778.3333333,2115.43213,4475053.095,0,0,0,0,1,0,0,0,0,833.9285714,6.888888889,2321.4,192,0,0,0,0,0,0,9,62,5,11607,256,229,7,20,3987,0,3987,3987,36100000,36900000,62200000,10000000,DDoS
80,1037403,3,5,26,11607,20,0,8.666666667,10.26320288,5840,0,2321.4,3173.373883,11213.57852,7.711564358,148200.4286,391749.6443,1036605,3,589,294.5,412.2432534,586,3,1037384,259346,518172.7374,1036605,3,0,0,0,0,72,112,2.891836634,4.819727724,0,5840,1292.555556,2554.159212,6523729.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72568726,8,5,56,11607,20,0,7,5.656854249,7215,0,2321.4,3327.769794,160.716615,0.179140529,6047393.833,17900000,62200000,1,72300000,10300000,23200000,62200000,1,312546,78136.5,155698.6183,311684,4,0,0,0,0,172,112,0.110240326,0.068900204,0,7215,833.5,2175.302587,4731941.346,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,993,0,993,993,36100000,36900000,62200000,10000000,DDoS
80,1037429,3,5,26,11607,20,0,8.666666667,10.26320288,10220,0,2321.4,4455.182578,11213.29749,7.711371091,148204.1429,391793.8611,1036709,0,684,342,345.0681092,586,98,1037381,259345.25,518242.5821,1036709,1,0,0,0,0,72,112,2.891764159,4.819606932,0,10220,1292.555556,3378.299021,11400000,0,0,0,1,0,0,0,0,1,1454.125,8.666666667,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72568052,8,5,56,11607,20,0,7,5.656854249,10135,0,2321.4,4413.201989,160.7181077,0.179142193,6047337.667,17900000,62300000,1,72300000,10300000,23200000,62300000,1,269560,67390,133989.3371,268373,6,0,0,0,0,172,112,0.11024135,0.068900844,0,10135,833.5,2705.044255,7317264.423,0,0,0,0,1,0,0,0,0,897.6153846,7,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,999,0,999,999,36100000,36900000,62300000,10000000,DDoS
80,412358,3,6,26,11607,20,0,8.666666667,10.26320288,5840,0,1934.5,2538.919278,28210.92352,21.82569515,51544.75,145401.6328,411395,3,799,399.5,559.3214639,795,4,412246,82449.2,183886.5541,411395,3,0,0,0,0,72,132,7.275231716,14.55046343,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0,0,0,0,0,0,0,0,DDoS
80,72566714,8,4,56,11601,20,0,7,5.656854249,5840,0,2900.25,3345.636997,160.6383886,0.165365074,6596974,18700000,62300000,4,72400000,10300000,23200000,62300000,4,216766,72255.33333,100803.7706,187442,156,0,0,0,0,172,92,0.110243382,0.055121691,0,5840,897.1538462,2174.910107,4730233.974,0,0,0,0,1,0,0,0,0,971.9166667,7,2900.25,172,0,0,0,0,0,0,8,56,4,11601,256,229,6,20,988,0,988,988,36200000,37000000,62300000,10000000,DDoS
